2022-12-19 06:57:23: PING 217.25.239.31 (217.25.239.31) 56(84) bytes of data.
2022-12-22 23:05:33: 64 bytes from 217.25.239.31: icmp_seq=5823 ttl=57 time=11.2 ms
2022-12-22 23:05:48: 64 bytes from 217.25.239.31: icmp_seq=5824 ttl=57 time=11.0 ms
2022-12-22 23:06:03: 64 bytes from 217.25.239.31: icmp_seq=5825 ttl=57 time=10.2 ms
2022-12-22 23:06:18: 64 bytes from 217.25.239.31: icmp_seq=5826 ttl=57 time=10.3 ms
2022-12-22 23:06:33: 64 bytes from 217.25.239.31: icmp_seq=5827 ttl=57 time=9.84 ms
2022-12-22 23:06:48: 64 bytes from 217.25.239.31: icmp_seq=5828 ttl=57 time=10.4 ms
2022-12-22 23:07:03: 64 bytes from 217.25.239.31: icmp_seq=5829 ttl=57 time=10.5 ms
2022-12-22 23:07:18: 64 bytes from 217.25.239.31: icmp_seq=5830 ttl=57 time=10.6 ms
2022-12-22 23:07:33: 64 bytes from 217.25.239.31: icmp_seq=5831 ttl=57 time=9.86 ms
2022-12-22 23:07:48: 64 bytes from 217.25.239.31: icmp_seq=5832 ttl=57 time=10.7 ms
2022-12-22 23:08:03: 64 bytes from 217.25.239.31: icmp_seq=5833 ttl=57 time=10.8 ms
2022-12-22 23:08:18: 64 bytes from 217.25.239.31: icmp_seq=5834 ttl=57 time=9.89 ms
2022-12-22 23:08:33: 64 bytes from 217.25.239.31: icmp_seq=5835 ttl=57 time=14.2 ms
2022-12-22 23:08:48: 64 bytes from 217.25.239.31: icmp_seq=5836 ttl=57 time=11.8 ms
2022-12-22 23:09:03: 64 bytes from 217.25.239.31: icmp_seq=5837 ttl=57 time=11.6 ms
2022-12-22 23:09:18: 64 bytes from 217.25.239.31: icmp_seq=5838 ttl=57 time=9.97 ms
2022-12-22 23:09:33: 64 bytes from 217.25.239.31: icmp_seq=5839 ttl=57 time=10.7 ms
2022-12-22 23:09:48: 64 bytes from 217.25.239.31: icmp_seq=5840 ttl=57 time=10.7 ms
2022-12-22 23:10:03: 64 bytes from 217.25.239.31: icmp_seq=5841 ttl=57 time=16.6 ms
2022-12-22 23:10:18: 64 bytes from 217.25.239.31: icmp_seq=5842 ttl=57 time=10.5 ms
2022-12-22 23:10:33: 64 bytes from 217.25.239.31: icmp_seq=5843 ttl=57 time=10.4 ms
2022-12-22 23:10:48: 64 bytes from 217.25.239.31: icmp_seq=5844 ttl=57 time=21.0 ms
2022-12-22 23:11:03: 64 bytes from 217.25.239.31: icmp_seq=5845 ttl=57 time=11.4 ms
2022-12-22 23:11:18: 64 bytes from 217.25.239.31: icmp_seq=5846 ttl=57 time=10.4 ms
2022-12-22 23:11:33: 64 bytes from 217.25.239.31: icmp_seq=5847 ttl=57 time=13.3 ms
2022-12-22 23:11:48: 64 bytes from 217.25.239.31: icmp_seq=5848 ttl=57 time=15.6 ms
2022-12-22 23:12:03: 64 bytes from 217.25.239.31: icmp_seq=5849 ttl=57 time=10.3 ms
2022-12-22 23:12:18: 64 bytes from 217.25.239.31: icmp_seq=5850 ttl=57 time=14.2 ms
2022-12-22 23:12:33: 64 bytes from 217.25.239.31: icmp_seq=5851 ttl=57 time=10.3 ms
2022-12-22 23:12:48: 64 bytes from 217.25.239.31: icmp_seq=5852 ttl=57 time=10.2 ms
2022-12-22 23:13:03: 64 bytes from 217.25.239.31: icmp_seq=5853 ttl=57 time=18.8 ms
2022-12-22 23:13:18: 64 bytes from 217.25.239.31: icmp_seq=5854 ttl=57 time=14.8 ms
2022-12-22 23:13:33: 64 bytes from 217.25.239.31: icmp_seq=5855 ttl=57 time=10.1 ms
2022-12-22 23:13:48: 64 bytes from 217.25.239.31: icmp_seq=5856 ttl=57 time=18.8 ms
2022-12-22 23:14:03: 64 bytes from 217.25.239.31: icmp_seq=5857 ttl=57 time=12.0 ms
2022-12-22 23:14:18: 64 bytes from 217.25.239.31: icmp_seq=5858 ttl=57 time=11.4 ms
2022-12-22 23:14:33: 64 bytes from 217.25.239.31: icmp_seq=5859 ttl=57 time=17.7 ms
2022-12-22 23:14:48: 64 bytes from 217.25.239.31: icmp_seq=5860 ttl=57 time=33.1 ms
2022-12-22 23:15:03: 64 bytes from 217.25.239.31: icmp_seq=5861 ttl=57 time=32.7 ms
2022-12-22 23:15:18: 64 bytes from 217.25.239.31: icmp_seq=5862 ttl=57 time=20.9 ms
2022-12-22 23:15:34: 64 bytes from 217.25.239.31: icmp_seq=5863 ttl=57 time=34.9 ms
2022-12-22 23:15:49: 64 bytes from 217.25.239.31: icmp_seq=5864 ttl=57 time=35.2 ms
2022-12-22 23:16:04: 64 bytes from 217.25.239.31: icmp_seq=5865 ttl=57 time=28.4 ms
2022-12-22 23:16:19: 64 bytes from 217.25.239.31: icmp_seq=5866 ttl=57 time=33.1 ms
2022-12-22 23:16:34: 64 bytes from 217.25.239.31: icmp_seq=5867 ttl=57 time=25.0 ms
2022-12-22 23:16:49: 64 bytes from 217.25.239.31: icmp_seq=5868 ttl=57 time=33.9 ms
2022-12-22 23:17:04: 64 bytes from 217.25.239.31: icmp_seq=5869 ttl=57 time=24.6 ms
2022-12-22 23:17:19: 64 bytes from 217.25.239.31: icmp_seq=5870 ttl=57 time=34.2 ms
2022-12-22 23:17:34: 64 bytes from 217.25.239.31: icmp_seq=5871 ttl=57 time=31.2 ms
2022-12-22 23:17:49: 64 bytes from 217.25.239.31: icmp_seq=5872 ttl=57 time=37.4 ms
2022-12-22 23:18:04: 64 bytes from 217.25.239.31: icmp_seq=5873 ttl=57 time=31.3 ms
2022-12-22 23:18:19: 64 bytes from 217.25.239.31: icmp_seq=5874 ttl=57 time=17.6 ms
2022-12-22 23:18:34: 64 bytes from 217.25.239.31: icmp_seq=5875 ttl=57 time=20.9 ms
2022-12-22 23:18:49: 64 bytes from 217.25.239.31: icmp_seq=5876 ttl=57 time=12.9 ms
2022-12-22 23:19:04: 64 bytes from 217.25.239.31: icmp_seq=5877 ttl=57 time=26.6 ms
2022-12-22 23:19:19: 64 bytes from 217.25.239.31: icmp_seq=5878 ttl=57 time=12.5 ms
2022-12-22 23:19:34: 64 bytes from 217.25.239.31: icmp_seq=5879 ttl=57 time=19.4 ms
2022-12-22 23:19:49: 64 bytes from 217.25.239.31: icmp_seq=5880 ttl=57 time=33.9 ms
2022-12-22 23:20:04: 64 bytes from 217.25.239.31: icmp_seq=5881 ttl=57 time=28.1 ms
2022-12-22 23:20:19: 64 bytes from 217.25.239.31: icmp_seq=5882 ttl=57 time=31.4 ms
2022-12-22 23:20:34: 64 bytes from 217.25.239.31: icmp_seq=5883 ttl=57 time=27.0 ms
2022-12-22 23:21:04: 64 bytes from 217.25.239.31: icmp_seq=5885 ttl=57 time=31.2 ms
2022-12-22 23:21:19: 64 bytes from 217.25.239.31: icmp_seq=5886 ttl=57 time=14.7 ms
2022-12-22 23:21:34: 64 bytes from 217.25.239.31: icmp_seq=5887 ttl=57 time=21.3 ms
2022-12-22 23:21:49: 64 bytes from 217.25.239.31: icmp_seq=5888 ttl=57 time=27.3 ms
2022-12-22 23:22:04: 64 bytes from 217.25.239.31: icmp_seq=5889 ttl=57 time=22.1 ms
2022-12-22 23:22:19: 64 bytes from 217.25.239.31: icmp_seq=5890 ttl=57 time=21.8 ms
2022-12-22 23:22:34: 64 bytes from 217.25.239.31: icmp_seq=5891 ttl=57 time=22.6 ms
2022-12-22 23:22:49: 64 bytes from 217.25.239.31: icmp_seq=5892 ttl=57 time=15.8 ms
2022-12-22 23:23:04: 64 bytes from 217.25.239.31: icmp_seq=5893 ttl=57 time=30.5 ms
2022-12-22 23:23:19: 64 bytes from 217.25.239.31: icmp_seq=5894 ttl=57 time=26.5 ms
2022-12-22 23:23:34: 64 bytes from 217.25.239.31: icmp_seq=5895 ttl=57 time=11.7 ms
2022-12-22 23:23:49: 64 bytes from 217.25.239.31: icmp_seq=5896 ttl=57 time=27.7 ms
2022-12-22 23:24:04: 64 bytes from 217.25.239.31: icmp_seq=5897 ttl=57 time=33.6 ms
2022-12-22 23:24:19: 64 bytes from 217.25.239.31: icmp_seq=5898 ttl=57 time=16.3 ms
2022-12-22 23:24:34: 64 bytes from 217.25.239.31: icmp_seq=5899 ttl=57 time=15.7 ms
2022-12-22 23:24:49: 64 bytes from 217.25.239.31: icmp_seq=5900 ttl=57 time=16.7 ms
2022-12-22 23:25:04: 64 bytes from 217.25.239.31: icmp_seq=5901 ttl=57 time=24.4 ms
2022-12-22 23:25:19: 64 bytes from 217.25.239.31: icmp_seq=5902 ttl=57 time=26.4 ms
2022-12-22 23:25:34: 64 bytes from 217.25.239.31: icmp_seq=5903 ttl=57 time=20.7 ms
2022-12-22 23:25:49: 64 bytes from 217.25.239.31: icmp_seq=5904 ttl=57 time=10.9 ms
2022-12-22 23:26:04: 64 bytes from 217.25.239.31: icmp_seq=5905 ttl=57 time=11.0 ms
2022-12-22 23:26:19: 64 bytes from 217.25.239.31: icmp_seq=5906 ttl=57 time=9.74 ms
2022-12-22 23:26:34: 64 bytes from 217.25.239.31: icmp_seq=5907 ttl=57 time=11.4 ms
2022-12-22 23:26:49: 64 bytes from 217.25.239.31: icmp_seq=5908 ttl=57 time=10.5 ms
2022-12-22 23:27:04: 64 bytes from 217.25.239.31: icmp_seq=5909 ttl=57 time=9.86 ms
2022-12-22 23:27:19: 64 bytes from 217.25.239.31: icmp_seq=5910 ttl=57 time=10.8 ms
2022-12-22 23:27:34: 64 bytes from 217.25.239.31: icmp_seq=5911 ttl=57 time=10.4 ms
2022-12-22 23:27:49: 64 bytes from 217.25.239.31: icmp_seq=5912 ttl=57 time=10.3 ms
2022-12-22 23:28:04: 64 bytes from 217.25.239.31: icmp_seq=5913 ttl=57 time=10.5 ms
2022-12-22 23:28:19: 64 bytes from 217.25.239.31: icmp_seq=5914 ttl=57 time=9.93 ms
2022-12-22 23:28:34: 64 bytes from 217.25.239.31: icmp_seq=5915 ttl=57 time=10.0 ms
2022-12-22 23:28:49: 64 bytes from 217.25.239.31: icmp_seq=5916 ttl=57 time=9.90 ms
2022-12-22 23:29:04: 64 bytes from 217.25.239.31: icmp_seq=5917 ttl=57 time=9.74 ms
2022-12-22 23:29:19: 64 bytes from 217.25.239.31: icmp_seq=5918 ttl=57 time=10.2 ms
2022-12-22 23:29:34: 64 bytes from 217.25.239.31: icmp_seq=5919 ttl=57 time=10.2 ms
2022-12-22 23:29:49: 64 bytes from 217.25.239.31: icmp_seq=5920 ttl=57 time=10.4 ms
2022-12-22 23:30:04: 64 bytes from 217.25.239.31: icmp_seq=5921 ttl=57 time=10.9 ms
2022-12-22 23:30:19: 64 bytes from 217.25.239.31: icmp_seq=5922 ttl=57 time=9.96 ms
2022-12-22 23:30:34: 64 bytes from 217.25.239.31: icmp_seq=5923 ttl=57 time=10.5 ms
2022-12-22 23:30:49: 64 bytes from 217.25.239.31: icmp_seq=5924 ttl=57 time=10.1 ms
2022-12-22 23:31:04: 64 bytes from 217.25.239.31: icmp_seq=5925 ttl=57 time=10.0 ms
2022-12-22 23:31:19: 64 bytes from 217.25.239.31: icmp_seq=5926 ttl=57 time=12.3 ms
2022-12-22 23:31:34: 64 bytes from 217.25.239.31: icmp_seq=5927 ttl=57 time=10.4 ms
2022-12-22 23:31:49: 64 bytes from 217.25.239.31: icmp_seq=5928 ttl=57 time=10.1 ms
2022-12-22 23:32:04: 64 bytes from 217.25.239.31: icmp_seq=5929 ttl=57 time=10.7 ms
2022-12-22 23:32:19: 64 bytes from 217.25.239.31: icmp_seq=5930 ttl=57 time=9.76 ms
2022-12-22 23:32:34: 64 bytes from 217.25.239.31: icmp_seq=5931 ttl=57 time=10.3 ms
2022-12-22 23:32:49: 64 bytes from 217.25.239.31: icmp_seq=5932 ttl=57 time=10.0 ms
2022-12-22 23:33:04: 64 bytes from 217.25.239.31: icmp_seq=5933 ttl=57 time=11.7 ms
2022-12-22 23:33:19: 64 bytes from 217.25.239.31: icmp_seq=5934 ttl=57 time=9.99 ms
2022-12-22 23:33:34: 64 bytes from 217.25.239.31: icmp_seq=5935 ttl=57 time=10.5 ms
2022-12-22 23:33:49: 64 bytes from 217.25.239.31: icmp_seq=5936 ttl=57 time=10.0 ms
2022-12-22 23:34:04: 64 bytes from 217.25.239.31: icmp_seq=5937 ttl=57 time=10.9 ms
2022-12-22 23:34:19: 64 bytes from 217.25.239.31: icmp_seq=5938 ttl=57 time=9.92 ms
2022-12-22 23:34:34: 64 bytes from 217.25.239.31: icmp_seq=5939 ttl=57 time=9.87 ms
2022-12-22 23:34:49: 64 bytes from 217.25.239.31: icmp_seq=5940 ttl=57 time=10.3 ms
2022-12-22 23:35:04: 64 bytes from 217.25.239.31: icmp_seq=5941 ttl=57 time=10.5 ms
2022-12-22 23:35:19: 64 bytes from 217.25.239.31: icmp_seq=5942 ttl=57 time=10.7 ms
2022-12-22 23:35:34: 64 bytes from 217.25.239.31: icmp_seq=5943 ttl=57 time=10.00 ms
2022-12-22 23:35:49: 64 bytes from 217.25.239.31: icmp_seq=5944 ttl=57 time=10.5 ms
2022-12-22 23:36:04: 64 bytes from 217.25.239.31: icmp_seq=5945 ttl=57 time=12.4 ms
2022-12-22 23:36:19: 64 bytes from 217.25.239.31: icmp_seq=5946 ttl=57 time=9.96 ms
2022-12-22 23:36:34: 64 bytes from 217.25.239.31: icmp_seq=5947 ttl=57 time=10.1 ms
2022-12-22 23:36:49: 64 bytes from 217.25.239.31: icmp_seq=5948 ttl=57 time=10.2 ms
2022-12-22 23:37:04: 64 bytes from 217.25.239.31: icmp_seq=5949 ttl=57 time=10.1 ms
2022-12-22 23:37:19: 64 bytes from 217.25.239.31: icmp_seq=5950 ttl=57 time=10.3 ms
2022-12-22 23:37:34: 64 bytes from 217.25.239.31: icmp_seq=5951 ttl=57 time=10.4 ms
2022-12-22 23:37:49: 64 bytes from 217.25.239.31: icmp_seq=5952 ttl=57 time=10.4 ms
2022-12-22 23:38:04: 64 bytes from 217.25.239.31: icmp_seq=5953 ttl=57 time=11.4 ms
2022-12-22 23:38:19: 64 bytes from 217.25.239.31: icmp_seq=5954 ttl=57 time=10.4 ms
2022-12-22 23:38:34: 64 bytes from 217.25.239.31: icmp_seq=5955 ttl=57 time=10.2 ms
2022-12-22 23:38:49: 64 bytes from 217.25.239.31: icmp_seq=5956 ttl=57 time=9.94 ms
2022-12-22 23:39:04: 64 bytes from 217.25.239.31: icmp_seq=5957 ttl=57 time=9.96 ms
2022-12-22 23:39:19: 64 bytes from 217.25.239.31: icmp_seq=5958 ttl=57 time=9.83 ms
2022-12-22 23:39:34: 64 bytes from 217.25.239.31: icmp_seq=5959 ttl=57 time=10.5 ms
2022-12-22 23:39:49: 64 bytes from 217.25.239.31: icmp_seq=5960 ttl=57 time=10.7 ms
2022-12-22 23:40:05: 64 bytes from 217.25.239.31: icmp_seq=5961 ttl=57 time=10.1 ms
2022-12-22 23:40:20: 64 bytes from 217.25.239.31: icmp_seq=5962 ttl=57 time=10.5 ms
2022-12-22 23:40:35: 64 bytes from 217.25.239.31: icmp_seq=5963 ttl=57 time=10.7 ms
2022-12-22 23:40:50: 64 bytes from 217.25.239.31: icmp_seq=5964 ttl=57 time=10.1 ms
2022-12-22 23:41:05: 64 bytes from 217.25.239.31: icmp_seq=5965 ttl=57 time=10.3 ms
2022-12-22 23:41:20: 64 bytes from 217.25.239.31: icmp_seq=5966 ttl=57 time=9.86 ms
2022-12-22 23:41:35: 64 bytes from 217.25.239.31: icmp_seq=5967 ttl=57 time=10.3 ms
2022-12-22 23:41:50: 64 bytes from 217.25.239.31: icmp_seq=5968 ttl=57 time=10.6 ms
2022-12-22 23:42:05: 64 bytes from 217.25.239.31: icmp_seq=5969 ttl=57 time=10.3 ms
2022-12-22 23:42:20: 64 bytes from 217.25.239.31: icmp_seq=5970 ttl=57 time=10.0 ms
2022-12-22 23:42:35: 64 bytes from 217.25.239.31: icmp_seq=5971 ttl=57 time=10.1 ms
2022-12-22 23:42:50: 64 bytes from 217.25.239.31: icmp_seq=5972 ttl=57 time=10.1 ms
2022-12-22 23:43:05: 64 bytes from 217.25.239.31: icmp_seq=5973 ttl=57 time=13.9 ms
2022-12-22 23:43:20: 64 bytes from 217.25.239.31: icmp_seq=5974 ttl=57 time=9.98 ms
2022-12-22 23:43:35: 64 bytes from 217.25.239.31: icmp_seq=5975 ttl=57 time=10.6 ms
2022-12-22 23:43:50: 64 bytes from 217.25.239.31: icmp_seq=5976 ttl=57 time=10.4 ms
2022-12-22 23:44:05: 64 bytes from 217.25.239.31: icmp_seq=5977 ttl=57 time=9.90 ms
2022-12-22 23:44:20: 64 bytes from 217.25.239.31: icmp_seq=5978 ttl=57 time=11.2 ms
2022-12-22 23:44:35: 64 bytes from 217.25.239.31: icmp_seq=5979 ttl=57 time=10.2 ms
2022-12-22 23:44:50: 64 bytes from 217.25.239.31: icmp_seq=5980 ttl=57 time=9.68 ms
2022-12-22 23:45:05: 64 bytes from 217.25.239.31: icmp_seq=5981 ttl=57 time=9.77 ms
2022-12-22 23:45:20: 64 bytes from 217.25.239.31: icmp_seq=5982 ttl=57 time=11.0 ms
2022-12-22 23:45:35: 64 bytes from 217.25.239.31: icmp_seq=5983 ttl=57 time=9.79 ms
2022-12-22 23:45:50: 64 bytes from 217.25.239.31: icmp_seq=5984 ttl=57 time=10.3 ms
2022-12-22 23:46:05: 64 bytes from 217.25.239.31: icmp_seq=5985 ttl=57 time=10.1 ms
2022-12-22 23:46:20: 64 bytes from 217.25.239.31: icmp_seq=5986 ttl=57 time=10.1 ms
2022-12-22 23:46:35: 64 bytes from 217.25.239.31: icmp_seq=5987 ttl=57 time=10.9 ms
2022-12-22 23:46:50: 64 bytes from 217.25.239.31: icmp_seq=5988 ttl=57 time=10.6 ms
2022-12-22 23:47:05: 64 bytes from 217.25.239.31: icmp_seq=5989 ttl=57 time=10.1 ms
2022-12-22 23:47:20: 64 bytes from 217.25.239.31: icmp_seq=5990 ttl=57 time=10.3 ms
2022-12-22 23:47:35: 64 bytes from 217.25.239.31: icmp_seq=5991 ttl=57 time=10.2 ms
2022-12-22 23:47:50: 64 bytes from 217.25.239.31: icmp_seq=5992 ttl=57 time=10.3 ms
2022-12-22 23:48:05: 64 bytes from 217.25.239.31: icmp_seq=5993 ttl=57 time=10.1 ms
2022-12-22 23:48:20: 64 bytes from 217.25.239.31: icmp_seq=5994 ttl=57 time=10.7 ms
2022-12-22 23:48:35: 64 bytes from 217.25.239.31: icmp_seq=5995 ttl=57 time=9.81 ms
2022-12-22 23:48:50: 64 bytes from 217.25.239.31: icmp_seq=5996 ttl=57 time=10.0 ms
2022-12-22 23:49:05: 64 bytes from 217.25.239.31: icmp_seq=5997 ttl=57 time=10.1 ms
2022-12-22 23:49:20: 64 bytes from 217.25.239.31: icmp_seq=5998 ttl=57 time=9.59 ms
2022-12-22 23:49:35: 64 bytes from 217.25.239.31: icmp_seq=5999 ttl=57 time=9.69 ms
2022-12-22 23:49:50: 64 bytes from 217.25.239.31: icmp_seq=6000 ttl=57 time=9.77 ms
2022-12-22 23:50:05: 64 bytes from 217.25.239.31: icmp_seq=6001 ttl=57 time=10.6 ms
2022-12-22 23:50:20: 64 bytes from 217.25.239.31: icmp_seq=6002 ttl=57 time=10.0 ms
2022-12-22 23:50:35: 64 bytes from 217.25.239.31: icmp_seq=6003 ttl=57 time=9.91 ms
2022-12-22 23:50:50: 64 bytes from 217.25.239.31: icmp_seq=6004 ttl=57 time=10.1 ms
2022-12-22 23:51:05: 64 bytes from 217.25.239.31: icmp_seq=6005 ttl=57 time=10.5 ms
2022-12-22 23:51:20: 64 bytes from 217.25.239.31: icmp_seq=6006 ttl=57 time=10.4 ms
2022-12-22 23:51:35: 64 bytes from 217.25.239.31: icmp_seq=6007 ttl=57 time=10.0 ms
2022-12-22 23:51:50: 64 bytes from 217.25.239.31: icmp_seq=6008 ttl=57 time=10.1 ms
2022-12-22 23:52:05: 64 bytes from 217.25.239.31: icmp_seq=6009 ttl=57 time=10.1 ms
2022-12-22 23:52:20: 64 bytes from 217.25.239.31: icmp_seq=6010 ttl=57 time=10.9 ms
2022-12-22 23:52:35: 64 bytes from 217.25.239.31: icmp_seq=6011 ttl=57 time=10.1 ms
2022-12-22 23:52:50: 64 bytes from 217.25.239.31: icmp_seq=6012 ttl=57 time=10.6 ms
2022-12-22 23:53:05: 64 bytes from 217.25.239.31: icmp_seq=6013 ttl=57 time=10.3 ms
2022-12-22 23:53:20: 64 bytes from 217.25.239.31: icmp_seq=6014 ttl=57 time=10.2 ms
2022-12-22 23:53:35: 64 bytes from 217.25.239.31: icmp_seq=6015 ttl=57 time=10.1 ms
2022-12-22 23:53:50: 64 bytes from 217.25.239.31: icmp_seq=6016 ttl=57 time=10.8 ms
2022-12-22 23:54:05: 64 bytes from 217.25.239.31: icmp_seq=6017 ttl=57 time=10.2 ms
2022-12-22 23:54:20: 64 bytes from 217.25.239.31: icmp_seq=6018 ttl=57 time=10.3 ms
2022-12-22 23:54:35: 64 bytes from 217.25.239.31: icmp_seq=6019 ttl=57 time=10.6 ms
2022-12-22 23:54:50: 64 bytes from 217.25.239.31: icmp_seq=6020 ttl=57 time=10.9 ms
2022-12-22 23:55:05: 64 bytes from 217.25.239.31: icmp_seq=6021 ttl=57 time=10.4 ms
2022-12-22 23:55:20: 64 bytes from 217.25.239.31: icmp_seq=6022 ttl=57 time=10.2 ms
2022-12-22 23:55:35: 64 bytes from 217.25.239.31: icmp_seq=6023 ttl=57 time=10.0 ms
2022-12-22 23:55:50: 64 bytes from 217.25.239.31: icmp_seq=6024 ttl=57 time=10.4 ms
2022-12-22 23:56:05: 64 bytes from 217.25.239.31: icmp_seq=6025 ttl=57 time=10.9 ms
2022-12-22 23:56:20: 64 bytes from 217.25.239.31: icmp_seq=6026 ttl=57 time=11.1 ms
2022-12-22 23:56:35: 64 bytes from 217.25.239.31: icmp_seq=6027 ttl=57 time=10.0 ms
2022-12-22 23:56:50: 64 bytes from 217.25.239.31: icmp_seq=6028 ttl=57 time=9.92 ms
2022-12-22 23:57:05: 64 bytes from 217.25.239.31: icmp_seq=6029 ttl=57 time=9.96 ms
2022-12-22 23:57:20: 64 bytes from 217.25.239.31: icmp_seq=6030 ttl=57 time=9.78 ms
2022-12-22 23:57:35: 64 bytes from 217.25.239.31: icmp_seq=6031 ttl=57 time=10.3 ms
2022-12-22 23:57:50: 64 bytes from 217.25.239.31: icmp_seq=6032 ttl=57 time=10.5 ms
2022-12-22 23:58:05: 64 bytes from 217.25.239.31: icmp_seq=6033 ttl=57 time=10.4 ms
2022-12-22 23:58:20: 64 bytes from 217.25.239.31: icmp_seq=6034 ttl=57 time=10.9 ms
2022-12-22 23:58:35: 64 bytes from 217.25.239.31: icmp_seq=6035 ttl=57 time=9.98 ms
2022-12-22 23:58:50: 64 bytes from 217.25.239.31: icmp_seq=6036 ttl=57 time=9.69 ms
2022-12-22 23:59:05: 64 bytes from 217.25.239.31: icmp_seq=6037 ttl=57 time=11.4 ms
2022-12-22 23:59:20: 64 bytes from 217.25.239.31: icmp_seq=6038 ttl=57 time=9.95 ms
2022-12-22 23:59:35: 64 bytes from 217.25.239.31: icmp_seq=6039 ttl=57 time=9.96 ms
2022-12-22 23:59:50: 64 bytes from 217.25.239.31: icmp_seq=6040 ttl=57 time=10.1 ms
2022-12-23 00:00:05: 64 bytes from 217.25.239.31: icmp_seq=6041 ttl=57 time=9.96 ms
2022-12-23 00:00:20: 64 bytes from 217.25.239.31: icmp_seq=6042 ttl=57 time=10.2 ms
2022-12-23 00:00:35: 64 bytes from 217.25.239.31: icmp_seq=6043 ttl=57 time=9.70 ms
2022-12-23 00:00:50: 64 bytes from 217.25.239.31: icmp_seq=6044 ttl=57 time=10.1 ms
2022-12-23 00:01:05: 64 bytes from 217.25.239.31: icmp_seq=6045 ttl=57 time=10.4 ms
2022-12-23 00:01:20: 64 bytes from 217.25.239.31: icmp_seq=6046 ttl=57 time=10.2 ms
2022-12-23 00:01:35: 64 bytes from 217.25.239.31: icmp_seq=6047 ttl=57 time=10.7 ms
2022-12-23 00:01:50: 64 bytes from 217.25.239.31: icmp_seq=6048 ttl=57 time=9.90 ms
2022-12-23 00:02:05: 64 bytes from 217.25.239.31: icmp_seq=6049 ttl=57 time=10.1 ms
2022-12-23 00:02:20: 64 bytes from 217.25.239.31: icmp_seq=6050 ttl=57 time=11.0 ms
2022-12-23 00:02:35: 64 bytes from 217.25.239.31: icmp_seq=6051 ttl=57 time=10.9 ms
2022-12-23 00:02:50: 64 bytes from 217.25.239.31: icmp_seq=6052 ttl=57 time=9.93 ms
2022-12-23 00:03:05: 64 bytes from 217.25.239.31: icmp_seq=6053 ttl=57 time=11.0 ms
2022-12-23 00:03:20: 64 bytes from 217.25.239.31: icmp_seq=6054 ttl=57 time=10.9 ms
2022-12-23 00:03:35: 64 bytes from 217.25.239.31: icmp_seq=6055 ttl=57 time=11.1 ms
2022-12-23 00:03:50: 64 bytes from 217.25.239.31: icmp_seq=6056 ttl=57 time=10.5 ms
2022-12-23 00:04:05: 64 bytes from 217.25.239.31: icmp_seq=6057 ttl=57 time=9.82 ms
2022-12-23 00:04:20: 64 bytes from 217.25.239.31: icmp_seq=6058 ttl=57 time=10.6 ms
2022-12-23 00:04:35: 64 bytes from 217.25.239.31: icmp_seq=6059 ttl=57 time=10.4 ms
2022-12-23 00:04:50: 64 bytes from 217.25.239.31: icmp_seq=6060 ttl=57 time=10.6 ms
2022-12-23 00:05:05: 64 bytes from 217.25.239.31: icmp_seq=6061 ttl=57 time=10.5 ms
2022-12-23 00:05:20: 64 bytes from 217.25.239.31: icmp_seq=6062 ttl=57 time=9.96 ms
2022-12-23 00:05:36: 64 bytes from 217.25.239.31: icmp_seq=6063 ttl=57 time=10.3 ms
2022-12-23 00:05:51: 64 bytes from 217.25.239.31: icmp_seq=6064 ttl=57 time=10.3 ms
2022-12-23 00:06:06: 64 bytes from 217.25.239.31: icmp_seq=6065 ttl=57 time=9.97 ms
2022-12-23 00:06:21: 64 bytes from 217.25.239.31: icmp_seq=6066 ttl=57 time=9.75 ms
2022-12-23 00:06:36: 64 bytes from 217.25.239.31: icmp_seq=6067 ttl=57 time=10.4 ms
2022-12-23 00:06:51: 64 bytes from 217.25.239.31: icmp_seq=6068 ttl=57 time=9.76 ms
2022-12-23 00:07:06: 64 bytes from 217.25.239.31: icmp_seq=6069 ttl=57 time=10.2 ms
2022-12-23 00:07:21: 64 bytes from 217.25.239.31: icmp_seq=6070 ttl=57 time=10.6 ms
2022-12-23 00:07:36: 64 bytes from 217.25.239.31: icmp_seq=6071 ttl=57 time=10.1 ms
2022-12-23 00:07:51: 64 bytes from 217.25.239.31: icmp_seq=6072 ttl=57 time=10.8 ms
2022-12-23 00:08:06: 64 bytes from 217.25.239.31: icmp_seq=6073 ttl=57 time=10.1 ms
2022-12-23 00:08:21: 64 bytes from 217.25.239.31: icmp_seq=6074 ttl=57 time=9.77 ms
2022-12-23 00:08:36: 64 bytes from 217.25.239.31: icmp_seq=6075 ttl=57 time=9.93 ms
2022-12-23 00:08:51: 64 bytes from 217.25.239.31: icmp_seq=6076 ttl=57 time=9.92 ms
2022-12-23 00:09:06: 64 bytes from 217.25.239.31: icmp_seq=6077 ttl=57 time=10.2 ms
2022-12-23 00:09:21: 64 bytes from 217.25.239.31: icmp_seq=6078 ttl=57 time=9.84 ms
2022-12-23 00:09:36: 64 bytes from 217.25.239.31: icmp_seq=6079 ttl=57 time=9.79 ms
2022-12-23 00:09:51: 64 bytes from 217.25.239.31: icmp_seq=6080 ttl=57 time=9.79 ms
2022-12-23 00:10:06: 64 bytes from 217.25.239.31: icmp_seq=6081 ttl=57 time=10.1 ms
